1771901601.471, 0.990, -0.002, 13
1771901601.571, 1.006, 0.005, 12
1771901601.671, 1.001, -0.005, 13
1771901601.771, 1.000, -0.001, 12
1771901601.871, 1.011, 0.008, 13
1771901601.971, 1.000, -0.007, 13
1771901602.071, 0.997, 0.004, 11
1771901602.171, 1.002, -0.005, 13
1771901602.271, 1.016, 0.006, 12
1771901602.371, 0.998, 0.007, 13
1771901602.471, 1.006, -0.002, 11
1771901602.571, 0.995, 0.003, 13
1771901602.671, 1.000, 0.002, 13
1771901602.771, 1.000, -0.001, 12
1771901602.871, 1.001, -0.006, 13
1771901602.971, 1.004, 0.007, 12
1771901603.071, 1.004, 0.007, 12
1771901603.171, 1.005, 0.011, 13
1771901603.271, 1.007, 0.001, 12
1771901603.371, 1.000, -0.005, 13
1771901603.471, 1.003, 0.001, 12
1771901603.571, 1.006, 0.006, 13
1771901603.671, 1.005, 0.008, 12
1771901603.771, 0.995, 0.002, 13
1771901603.871, 1.007, 0.007, 13
1771901603.971, 0.998, -0.004, 12
1771901604.071, 1.005, -0.006, 13
1771901604.171, 0.994, -0.004, 12
1771901604.271, 1.018, 0.005, 13
1771901604.371, 0.998, 0.008, 13
1771901604.471, 1.003, -0.000, 12
1771901604.571, 1.006, 0.003, 13
1771901604.671, 0.994, 0.002, 12
1771901604.771, 1.015, 0.006, 13
1771901604.871, 0.991, -0.001, 12
1771901604.971, 1.010, 0.007, 13
1771901605.071, 0.996, -0.006, 13
1771901605.171, 1.003, 0.004, 12
1771901605.271, 0.994, -0.005, 12
1771901605.371, 1.007, 0.002, 12
1771901605.471, 1.007, 0.010, 13
1771901605.571, 0.998, -0.002, 13
1771901605.671, 0.999, -0.007, 12
1771901605.771, 0.996, 0.005, 13
1771901605.871, 0.994, -0.005, 11
1771901605.971, 1.007, -0.004, 12
1771901606.071, 1.001, 0.002, 13
1771901606.171, 1.007, 0.011, 12
1771901606.271, 1.009, 0.003, 12
1771901606.371, 1.001, -0.000, 12
1771901606.471, 0.999, -0.008, 13
1771901606.571, 1.007, 0.014, 12
1771901606.671, 1.007, 0.002, 13
1771901606.771, 1.002, 0.011, 13
1771901606.871, 1.007, -0.003, 12
1771901606.971, 1.000, -0.007, 13
1771901607.071, 1.005, 0.006, 12
1771901607.171, 1.007, 0.001, 13
1771901607.271, 0.989, -0.027, 12
1771901607.371, 1.005, 0.009, 12
1771901607.471, 1.013, 0.011, 12
1771901607.571, 1.006, 0.006, 12
1771901607.671, 1.000, -0.002, 13
1771901607.771, 1.012, 0.008, 13
1771901607.871, 0.996, -0.009, 12
1771901607.971, 1.007, 0.002, 13
1771901608.071, 0.994, -0.007, 11
1771901608.171, 1.006, 0.002, 12
1771901608.271, 1.002, 0.003, 12
1771901608.371, 0.997, -0.006, 13
1771901608.471, 1.007, 0.005, 13
1771901608.571, 0.998, -0.002, 12
1771901608.671, 0.996, -0.007, 13
1771901608.771, 1.002, 0.006, 11
1771901608.871, 0.901, -0.089, 13
1771901608.971, 1.058, 0.045, 13
1771901609.071, 1.026, 0.009, 10
1771901609.171, 1.015, 0.059, 12
1771901609.271, 1.056, -0.064, 12
1771901609.371, 0.927, 0.046, 13
1771901609.471, 1.130, -0.023, 13
1771901609.571, 0.694, -0.219, 12
1771901609.671, 0.234, -0.585, 13
1771901609.771, 1.139, 0.297, 12
1771901609.871, 1.147, -0.007, 13
1771901609.971, 0.971, 0.099, 12
1771901610.071, 1.036, -0.368, 13
1771901610.171, 0.784, -0.077, 13
1771901610.271, 0.996, 0.126, 12
1771901610.371, 0.987, -0.066, 13
1771901610.471, 1.032, 0.069, 12
1771901610.571, 1.021, -0.032, 13
1771901610.671, 0.963, -0.073, 13
1771901610.771, 1.047, 0.106, 10
1771901610.871, 0.983, -0.049, 13
1771901610.971, 0.979, -0.019, 12
1771901611.071, 1.029, 0.016, 13
1771901611.171, 1.010, 0.034, 12
1771901611.271, 0.962, -0.116, 11
1771901611.371, 1.010, -0.032, 13
1771901611.471, 0.955, -0.049, 12
1771901611.571, 0.990, -0.040, 13
1771901611.671, 0.984, -0.043, 11
1771901611.771, 1.012, 0.078, 13
1771901611.871, 1.057, 0.074, 13
1771901611.971, 0.960, -0.033, 12
1771901612.071, 1.019, 0.073, 13
1771901612.171, 0.950, -0.091, 12
1771901612.271, 0.997, -0.016, 13
1771901612.371, 0.966, -0.011, 13
1771901612.471, 1.028, -0.041, 11
1771901612.571, 0.950, -0.119, 13
1771901612.671, 1.083, 0.103, 11
1771901612.771, 1.055, 0.104, 13
1771901612.871, 0.998, -0.043, 11
1771901612.971, 0.906, -0.139, 13
1771901613.071, 0.929, -0.103, 13
1771901613.171, 1.075, 0.092, 12
1771901613.271, 1.042, 0.071, 13
1771901613.371, 1.004, -0.045, 11
1771901613.471, 0.933, -0.113, 13
1771901613.571, 0.912, -0.142, 13
1771901613.671, 1.084, 0.093, 12
1771901613.771, 0.988, 0.063, 13
1771901613.871, 0.949, -0.091, 12
1771901613.971, 1.030, -0.031, 12
1771901614.071, 1.052, 0.086, 13
1771901614.171, 0.970, 0.002, 11
1771901614.271, 0.926, -0.117, 13
1771901614.371, 1.012, 0.090, 12
1771901614.471, 1.019, -0.020, 13
1771901614.571, 1.022, 0.032, 13
1771901614.671, 1.093, 0.040, 12
1771901614.771, 1.110, 0.125, 12
1771901614.871, 1.097, 0.105, 12
